date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:48:51	162331/162331	U-----	200	untouched ('')	image/png	etag:%22690625c43c42cd82f7570cd3cd7a411a%22	https://www.air-closet.com/assets/images/gift/gift_scene_2.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/gift/gift_scene_2.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:48:51	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2018%20Mar%202021%2008:48:51%20GMT	https://www.air-closet.com/assets/images/personal-diagnosis/penLine-sp.svg	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/personal-diagnosis/penLine-sp.svg	(from https://www.air-closet.com/assets/47e226b27740592bb2fd.css)
15:48:51	154476/154476	U-----	200	untouched ('')	image/png	etag:%226b25ebadebaba1b50f56760f190750cc%22	https://www.air-closet.com/assets/images/gift/gift_scene_3.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/gift/gift_scene_3.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:48:51	199999/199999	U-----	200	untouched ('')	image/png	etag:%226118a0a4634b3b1b9172c454f805111c%22	https://www.air-closet.com/assets/images/gift/gift_scene_4.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/gift/gift_scene_4.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:48:51	164834/164834	U-----	200	untouched ('')	image/png	etag:%22c7cfd4010606c2c95852adac1a8f86d0%22	https://www.air-closet.com/assets/images/gift/gift_scene_5.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/gift/gift_scene_5.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:48:52	118657/118657	U-----	200	untouched ('')	image/png	etag:%2287e34ab5a747b979381a5b7f1dcea264%22	https://www.air-closet.com/assets/images/gift/voice_bg.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/gift/voice_bg.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:48:52	23791/23791	U-----	200	untouched ('')	image/png	etag:%228e9771ffdd36182fae0b7cb86fd6d5a7%22	https://www.air-closet.com/assets/images/gift/bg.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/gift/bg.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:48:52	76/76	U-----	200	untouched ('')	image/png	etag:%22cd747880d85e3d896efa72fe262dd989%22	https://www.air-closet.com/assets/images/gift/message_rule.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/gift/message_rule.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:48:52	243/243	---MC-	403	error ('Forbidden')	application/xml	date:Thu,%2018%20Mar%202021%2008:48:52%20GMT	https://www.air-closet.com/assets/images/service/bg_pc.jpg	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/service/bg_pc.jpg	(from https://www.air-closet.com/assets/47e226b27740592bb2fd.css)
15:48:52	25606/25606	U-----	200	untouched ('')	image/png	etag:%221bf59ddd2f6d04b1484fac0b7bfc8a28%22	https://www.air-closet.com/assets/images/gift/preview_front.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/gift/preview_front.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:48:52	141080/141080	U-----	200	untouched ('')	image/png	etag:%2212338218c82d6f1db33fa266ae0b161d%22	https://www.air-closet.com/assets/images/gift/preview_back.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/gift/preview_back.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:48:53	6080/6080	U-----	200	untouched ('')	image/png	etag:%22e2c50f7372101863a6b05e3d2735d478%22	https://www.air-closet.com/assets/images/later-payment/np.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/later-payment/np.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:49:20	5454/5454	U-----	200	untouched ('')	image/png	etag:%22fffcf515e7a29e0ac0fb324c48acb25e%22	https://www.air-closet.com/assets/images/later-payment/np_sp.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/later-payment/np_sp.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:49:41	1901585/1901585	U-----	200	untouched ('')	image/png	etag:%22c2aced3ec171ce26de81099caea0d666%22	https://www.air-closet.com/assets/images/sprites/sprite-ss18.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/sprites/sprite-ss18.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:49:42	7544959/7544959	U-----	200	untouched ('')	image/png	etag:%2204132963870eaa3328efc4f5d9e8c692%22	https://www.air-closet.com/assets/images/sprites/sprite-ss19.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/sprites/sprite-ss19.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:49:42	1991056/1991056	U-----	200	untouched ('')	image/png	etag:%22de7b10a960b532052c308dc019cfc814%22	https://www.air-closet.com/assets/images/sprites/sprite-aw18.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/sprites/sprite-aw18.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:50:09	8060353/8060353	U-----	200	untouched ('')	image/png	etag:%22e80a870d75583e4e41891eb861540c23%22	https://www.air-closet.com/assets/images/sprites/sprite-aw19.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/sprites/sprite-aw19.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:50:09	7652544/7652544	U-----	200	untouched ('')	image/png	etag:%228f4ec866e87aec71711452adce2bed17%22	https://www.air-closet.com/assets/images/sprites/sprite-ss21.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/sprites/sprite-ss21.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:50:09	7995997/7995997	U-----	200	untouched ('')	image/png	etag:%22c2bce3a1350d7a43b3b4df356e208895%22	https://www.air-closet.com/assets/images/sprites/sprite-ss20.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/sprites/sprite-ss20.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:50:09	8188834/8188834	U-----	200	untouched ('')	image/png	etag:%222ec3bbf3a92ea8963cabafadb42f40ea%22	https://www.air-closet.com/assets/images/sprites/sprite-aw20.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/sprites/sprite-aw20.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:50:10	949/949	U-----	200	untouched ('OK')	image/svg+xml	etag:%225c5527e1fcbbbbb5ba44640283269146%22	https://www.air-closet.com/assets/images/article/icon-point.svg	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/article/icon-point.svg	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:50:16	1756/1756	U-----	200	untouched ('')	image/png	etag:%22b7594fab2d6da602ccb5564c5e4f1550%22	https://www.air-closet.com/assets/images/ban/img-instagram.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/ban/img-instagram.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:50:55	375/375	U-----	200	untouched ('')	image/png	etag:%223ce83fb169d60ae715a04576ede1accd%22	https://www.air-closet.com/assets/images/ban/img-twitter.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/ban/img-twitter.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:50:58	85/85	U-----	200	untouched ('')	image/png	etag:%220096f0d2dec967d7fb89549356988159%22	https://www.air-closet.com/assets/images/dyson/gray_border.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/dyson/gray_border.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:50:58	268792/268792	U-----	200	untouched ('')	image/png	etag:%22d032b8e8728c160befd72780b6c92182%22	https://www.air-closet.com/assets/images/dyson/dyson_product_1.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/dyson/dyson_product_1.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:50:58	19895/19895	U-----	200	untouched ('')	image/png	etag:%229479f09ab4c4b689b5699fc54dcb0397%22	https://www.air-closet.com/assets/images/dyson/dyson_product_2.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/dyson/dyson_product_2.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:50:59	90903/90903	U-----	200	untouched ('')	image/png	etag:%221ce9134d59a34d45d71b7191d72efc46%22	https://www.air-closet.com/assets/images/dyson/dyson_service_keyvisual.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/dyson/dyson_service_keyvisual.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:50:59	82322/82322	U-----	200	untouched ('')	image/png	etag:%2209447c9a448b22a0174a44081fd456bd%22	https://www.air-closet.com/assets/images/dyson/aircloset_service_keyvisual.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/dyson/aircloset_service_keyvisual.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:51:12	196/196	U-----	200	untouched ('')	image/png	etag:%22f112ead37b7b1e5dd66cd50f7d3c8e6b%22	https://www.air-closet.com/assets/images/dyson/blank_icon.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/dyson/blank_icon.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:51:41	7574/7574	U-----	200	untouched ('')	image/png	etag:%22092ecf64f8587d29693d59e0333df4cf%22	https://www.air-closet.com/assets/images/brand/buyercomment.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/brand/buyercomment.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:51:48	133/133	U-----	200	untouched ('')	image/png	etag:%2229c9d0dd033f8dd3c556fc0a954538dd%22	https://www.air-closet.com/assets/images/common/link_icon.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/common/link_icon.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:51:48	7629/7629	U-----	200	untouched ('')	image/png	etag:%226c30a6cc50af6a5c2a06e22d6c0f9ee3%22	https://www.air-closet.com/assets/images/brand/designercomment.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/brand/designercomment.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:52:01	4089/4089	U-----	200	untouched ('')	image/png	etag:%229a8eb56a72f0fca302d09ed0b636edcd%22	https://www.air-closet.com/assets/images/voice/bg_border.png	C:/Users/Abo/Desktop/air-closet/www.air-closet.com/assets/images/voice/bg_border.png	(from https://www.air-closet.com/assets/stylesheets/style.css)
15:52:07	5/5	U-----	200	untouched ('OK')	text/css	etag:%225f4eee65-5%22	https://p.typekit.net/p.css?s=1&k=lhn3jvv&ht=tk&f=28217&a=9096438&app=typekit&e=css	C:/Users/Abo/Desktop/air-closet/p.typekit.net/pf27f.css	(from https://www.air-closet.com/assets/47e226b27740592bb2fd.css)
